1,0.717473,0.696586,
21,0.918643,0.395088,
19,0.994097,0.108496,
14,0.991194,0.132421,
10,0.828785,-0.559567,
12,0.517489,-0.85569,
22,0.029236,-0.999573,
9,-0.556778,-0.830661,
32,-0.861008,-0.508592,
34,-0.874885,-0.48433,
16,-0.898197,-0.439593,
20,-0.866511,-0.499159,
25,-0.999094,0.0425475,
27,-0.991421,0.130705,
18,-0.958776,-0.284163,
6,-0.899859,-0.436181,
3,-0.127518,-0.991836,
26,0.0379884,-0.999278,
13,0.162934,-0.986637,
7,-0.278816,-0.960344,
33,-0.742544,-0.669797,
28,-0.99935,0.0360596,
5,-0.98968,0.143298,
31,-0.98434,0.176281,
11,-0.69137,0.722501,
4,-0.488159,0.872755,
17,-0.182645,0.983179,
30,0.067379,0.997727,
15,0.490951,0.871187,
29,-0.0495759,0.99877,
24,0.34881,0.937194,
23,0.105631,0.994405,
2,0.482205,0.876058,
8,0.857503,0.514478,
